ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Canabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamin,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
346,35-40,F,Masters degree,UK,White,-1.86962,0.16767,1.43533,1.81866,1.13407,-0.71126,-0.84637,Decade Ago,Decade Ago,Decade Ago,Decade Ago,Last Day,Decade Ago,Last Week,Decade Ago,Decade Ago,Decade Ago,Decade Ago,Never,Never,Decade Ago,Decade Ago,Decade Ago,Last Day,Never,Decade Ago
347,35-40,F,University degree,UK,White,0.04257,0.47617,-0.17779,0.94156,0.25953,0.19268,-0.21575,Last Decade,Last Decade,Last Decade,Last Decade,Last Day,Last Decade,Last Day,Last Decade,Never,Last Decade,Never,Never,Last Decade,Last Decade,Never,Last Decade,Last Day,Never,Decade Ago
348,45-54,F,University degree,UK,White,-0.14882,1.74091,1.65653,2.46262,0.25953,1.86203,1.2247,Last Day,Decade Ago,Never,Never,Last Day,Last Year,Last Week,Never,Never,Never,Never,Never,Last Month,Decade Ago,Never,Never,Last Day,Never,Never
349,45-54,M,Masters degree,UK,White,-0.92104,0.80523,-0.01928,-0.01729,0.41594,-1.37983,-1.54858,Last Decade,Last Decade,Decade Ago,Last Decade,Last Day,Decade Ago,Last Day,Decade Ago,Never,Decade Ago,Last Decade,Never,Never,Decade Ago,Last Decade,Decade Ago,Never,Never,Never
350,45-54,M,Professional certificate/diploma,UK,Black,-0.58016,0.32197,-0.45174,-0.15487,0.25953,-0.21712,-1.18084,Last Day,Never,Never,Last Month,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
351,45-54,M,University degree,UK,White,0.52135,-0.69509,-0.58331,0.13136,-0.14277,-0.21712,0.40148,Last Week,Decade Ago,Decade Ago,Decade Ago,Last Day,Last Year,Last Week,Last Decade,Never,Decade Ago,Never,Never,Never,Decade Ago,Never,Decade Ago,Last Day,Never,Decade Ago
352,35-40,F,"Some college or university, no certificate or degree",UK,White,1.02119,-0.57545,0.88309,1.2861,-0.65253,0.88113,-0.21575,Last Month,Last Decade,Decade Ago,Last Month,Last Day,Last Decade,Last Week,Last Decade,Last Decade,Last Decade,Last Decade,Last Decade,Never,Decade Ago,Last Decade,Decade Ago,Last Day,Never,Decade Ago
353,35-40,M,Professional certificate/diploma,UK,White,0.41667,0.16767,-0.01928,-0.45321,-0.52745,-0.21712,0.40148,Last Week,Last Decade,Decade Ago,Last Month,Last Week,Last Month,Last Month,Last Decade,Last Decade,Decade Ago,Last Decade,Never,Decade Ago,Last Decade,Last Year,Last Decade,Last Decade,Never,Last Week
354,45-54,M,University degree,UK,White,-0.14882,-0.69509,0.44585,0.76096,-1.38502,0.19268,-0.21575,Decade Ago,Decade Ago,Decade Ago,Decade Ago,Last Day,Decade Ago,Last Week,Decade Ago,Decade Ago,Decade Ago,Decade Ago,Never,Never,Decade Ago,Decade Ago,Decade Ago,Decade Ago,Never,Decade Ago
355,25-34,M,Left school at 16 years,UK,White,-0.46725,0.00332,-0.17779,-0.60633,0.41594,0.52975,-0.84637,Last Decade,Last Decade,Last Decade,Never,Last Week,Last Decade,Last Week,Last Decade,Never,Last Decade,Never,Last Decade,Never,Last Decade,Never,Last Decade,Last Decade,Never,Never
356,35-40,M,Professional certificate/diploma,UK,White,0.22393,-0.15487,-0.01928,0.28783,-0.27607,-0.71126,0.40148,Last Decade,Decade Ago,Decade Ago,Last Decade,Last Day,Decade Ago,Last Week,Last Decade,Last Decade,Decade Ago,Last Decade,Decade Ago,Never,Decade Ago,Last Decade,Decade Ago,Last Year,Never,Never
357,25-34,M,Left school before 16 years,UK,White,0.62967,0.00332,1.24033,1.81866,0.93949,1.86203,1.92173,Last Day,Decade Ago,Last Decade,Last Year,Last Day,Last Year,Last Day,Last Decade,Last Year,Last Year,Last Decade,Last Year,Never,Decade Ago,Last Year,Decade Ago,Last Day,Never,Decade Ago
358,45-54,M,University degree,UK,White,-1.1943,-0.15487,-1.27553,1.45039,0.41594,-0.71126,0.07987,Last Day,Never,Never,Decade Ago,Last Day,Decade Ago,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
359,35-40,M,Left school at 16 years,UK,White,2.46262,-1.23177,-0.97631,-1.772,-1.64101,1.86203,1.92173,Last Year,Last Year,Decade Ago,Decade Ago,Last Week,Last Year,Last Week,Last Year,Never,Last Year,Decade Ago,Decade Ago,Last Year,Decade Ago,Never,Decade Ago,Last Day,Never,Decade Ago
360,35-40,M,"Some college or university, no certificate or degree",UK,White,0.41667,-0.80615,0.88309,0.13136,-0.40581,0.52975,-0.21575,Last Decade,Last Decade,Last Decade,Last Decade,Last Day,Last Decade,Last Day,Last Decade,Never,Last Decade,Never,Last Decade,Never,Last Decade,Never,Last Decade,Last Decade,Never,Decade Ago
361,25-34,F,"Some college or university, no certificate or degree",UK,White,-0.58016,1.58487,0.58331,0.13136,0.41594,1.29221,1.92173,Last Week,Last Decade,Last Decade,Last Decade,Last Day,Last Decade,Last Week,Last Decade,Last Decade,Last Decade,Last Decade,Last Decade,Never,Last Decade,Last Decade,Never,Last Year,Never,Last Decade
362,45-54,F,University degree,UK,White,0.52135,0.80523,-0.01928,0.13136,-0.14277,-0.21712,0.07987,Last Decade,Decade Ago,Decade Ago,Decade Ago,Last Day,Last Decade,Last Week,Decade Ago,Never,Last Decade,Never,Never,Never,Decade Ago,Never,Decade Ago,Last Decade,Never,Never
363,35-40,F,Professional certificate/diploma,UK,White,0.62967,0.63779,1.06238,0.94156,1.30612,0.88113,0.40148,Last Week,Last Week,Last Decade,Last Month,Last Day,Last Year,Last Month,Last Year,Last Decade,Last Year,Last Decade,Last Decade,Never,Decade Ago,Last Decade,Decade Ago,Last Day,Never,Last Decade
364,45-54,M,University degree,UK,White,0.41667,0.32197,-0.17779,0.59042,0.41594,-0.71126,-0.52593,Last Decade,Decade Ago,Decade Ago,Last Decade,Last Day,Last Decade,Last Week,Decade Ago,Last Decade,Decade Ago,Last Decade,Never,Never,Decade Ago,Last Decade,Decade Ago,Last Day,Never,Decade Ago
365,45-54,F,Professional certificate/diploma,UK,White,1.23461,-0.15487,-1.27553,0.76096,0.41594,-1.37983,-2.07848,Last Week,Never,Never,Decade Ago,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
366,35-40,F,Doctorate degree,UK,White,0.41667,-0.15487,0.14143,-0.01729,-0.52745,-0.21712,-0.21575,Last Week,Never,Never,Never,Last Week,Decade Ago,Last Month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
367,45-54,M,Professional certificate/diploma,UK,Asian,-0.14882,0.00332,-0.58331,-0.45321,-1.25773,-1.37983,-1.54858,Last Week,Never,Never,Decade Ago,Last Day,Decade Ago,Last Month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
368,35-40,F,University degree,UK,Asian,-1.05308,0.47617,-0.17779,-0.15487,0.58489,-1.37983,-1.18084,Never,Never,Never,Never,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
369,45-54,F,University degree,UK,White,-1.1943,0.47617,0.29338,0.43852,0.25953,0.19268,-0.21575,Last Week,Never,Never,Last Week,Last Day,Last Decade,Last Week,Never,Never,Never,Never,Never,Never,Decade Ago,Last Decade,Decade Ago,Last Decade,Never,Never
370,25-34,M,Professional certificate/diploma,UK,White,-0.05188,-0.94779,-1.68062,0.13136,0.7583,-0.21712,-0.84637,Last Day,Decade Ago,Never,Never,Last Day,Last Day,Last Week,Decade Ago,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
371,25-34,F,University degree,UK,White,1.23461,0.32197,0.29338,0.76096,-0.65253,0.19268,-0.21575,Last Year,Last Decade,Last Decade,Last Week,Last Day,Last Decade,Last Week,Last Decade,Last Decade,Decade Ago,Last Decade,Never,Never,Decade Ago,Never,Never,Last Day,Never,Last Decade
372,18-24,M,Left school at 18 years,Canada,White,0.22393,0.32197,0.14143,-0.91699,-0.27607,-0.71126,0.07987,Last Week,Last Decade,Never,Never,Last Day,Last Day,Never,Never,Never,Last Decade,Never,Never,Last Decade,Last Decade,Never,Last Year,Last Day,Never,Never
373,35-40,F,University degree,UK,White,1.02119,2.32338,1.65653,-1.34289,0.41594,1.29221,1.92173,Last Week,Never,Never,Last Year,Last Day,Last Decade,Last Day,Decade Ago,Never,Last Decade,Never,Never,Never,Never,Never,Decade Ago,Last Day,Never,Never
374,18-24,F,"Some college or university, no certificate or degree",UK,White,0.91093,0.96248,-1.11902,0.59042,0.25953,-0.21712,0.40148,Last Week,Last Decade,Last Decade,Never,Last Month,Last Year,Last Week,Last Year,Never,Last Decade,Never,Last Year,Last Year,Last Decade,Never,Last Decade,Last Week,Never,Never
375,45-54,M,University degree,UK,White,-0.34799,-1.7625,0.7233,-0.91699,0.12331,-0.21712,-0.52593,Last Day,Decade Ago,Decade Ago,Never,Last Day,Last Month,Last Week,Decade Ago,Never,Last Year,Never,Never,Decade Ago,Decade Ago,Never,Last Decade,Never,Never,Never
376,55-64,F,Masters degree,UK,White,-0.24649,1.2861,0.88309,1.61108,1.13407,-0.71126,-1.18084,Last Day,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
377,65+,M,Professional certificate/diploma,UK,White,0.13606,0.16767,0.29338,-1.34289,1.46191,-1.37983,-0.84637,Last Day,Never,Never,Decade Ago,Last Day,Never,Last Month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
378,45-54,F,Masters degree,UK,White,-0.92104,0.00332,-0.71727,0.13136,0.93949,-0.71126,0.40148,Last Week,Never,Never,Never,Last Day,Last Decade,Last Week,Decade Ago,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
379,25-34,F,University degree,UK,White,-0.46725,-0.57545,-1.68062,0.43852,-0.52745,-0.71126,-1.18084,Last Week,Never,Never,Never,Last Day,Decade Ago,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
380,25-34,M,Masters degree,Other,White,0.82562,-0.94779,0.58331,0.59042,0.7583,0.52975,-0.21575,Never,Never,Never,Never,Last Month,Never,Last Month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
381,45-54,F,Professional certificate/diploma,UK,White,0.82562,-0.43999,0.7233,-0.01729,0.25953,-0.21712,-0.21575,Last Day,Never,Never,Never,Last Day,Decade Ago,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
382,35-40,M,University degree,UK,White,-0.46725,1.11406,-0.31776,-0.60633,0.12331,0.19268,0.7654,Last Decade,Last Decade,Last Decade,Last Decade,Last Day,Last Decade,Last Week,Last Decade,Last Decade,Last Decade,Never,Last Decade,Never,Decade Ago,Last Decade,Last Decade,Last Decade,Never,Never
383,35-40,M,Left school at 16 years,Other,White,-0.34799,-0.57545,-1.11902,-0.91699,-0.78155,1.29221,-0.52593,Last Month,Decade Ago,Decade Ago,Never,Last Day,Last Day,Last Day,Decade Ago,Never,Decade Ago,Never,Never,Never,Decade Ago,Never,Decade Ago,Last Day,Never,Decade Ago
384,35-40,F,Masters degree,Other,White,-0.79151,0.16767,-0.17779,-0.30172,0.7583,0.19268,0.40148,Last Week,Never,Never,Never,Last Day,Decade Ago,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
385,45-54,F,University degree,UK,White,0.13606,-0.30033,-0.45174,1.11406,0.7583,-2.55524,-0.52593,Last Week,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
386,45-54,F,University degree,UK,Black,-0.24649,0.16767,-0.97631,0.76096,0.58489,0.19268,-1.54858,Decade Ago,Never,Never,Never,Never,Never,Last Month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
387,25-34,M,Professional certificate/diploma,UK,White,-0.58016,-0.43999,-2.39883,0.13136,-0.40581,-0.71126,-0.21575,Last Week,Never,Last Decade,Never,Last Day,Last Decade,Last Day,Last Decade,Never,Last Decade,Never,Never,Never,Last Decade,Never,Never,Last Day,Never,Never
388,45-54,M,Left school at 18 years,UK,White,-2.05048,0.47617,-1.11902,1.61108,0.58489,-0.71126,-0.52593,Last Month,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
389,25-34,M,University degree,UK,Black,-1.32828,0.32197,-0.58331,-1.34289,2.04506,-0.71126,0.07987,Never,Never,Never,Never,Never,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
390,35-40,M,Professional certificate/diploma,UK,White,0.13606,-0.30033,0.14143,-0.15487,-0.27607,-0.21712,-0.84637,Last Year,Never,Never,Never,Last Day,Decade Ago,Last Day,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Last Day,Never,Never
391,25-34,M,Doctorate degree,UK,White,-0.58016,0.32197,-0.17779,0.13136,0.58489,-1.37983,-1.54858,Last Week,Never,Never,Never,Last Day,Decade Ago,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Month,Never,Never
392,35-40,F,"Some college or university, no certificate or degree",UK,White,-0.67825,-0.43999,0.29338,0.13136,-0.00665,0.19268,-0.84637,Last Decade,Never,Decade Ago,Last Year,Last Day,Decade Ago,Last Day,Decade Ago,Never,Never,Never,Never,Never,Never,Last Year,Never,Last Day,Never,Never
393,25-34,F,University degree,UK,White,0.62967,0.00332,0.14143,0.28783,0.12331,-0.71126,-0.52593,Last Week,Never,Never,Never,Last Day,Last Decade,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
394,35-40,F,Left school at 17 years,UK,White,-0.46725,0.32197,-0.58331,-0.01729,1.13407,-0.71126,-1.18084,Last Week,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
395,25-34,F,Professional certificate/diploma,UK,White,-0.79151,-0.15487,-2.21069,-0.60633,1.46191,-1.37983,-2.07848,Last Day,Never,Never,Never,Never,Never,Last Day,Decade Ago,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
396,25-34,M,Professional certificate/diploma,UK,White,-1.43907,0.63779,-0.17779,-0.76096,1.81175,0.52975,0.40148,Last Day,Last Decade,Decade Ago,Never,Last Day,Decade Ago,Last Day,Last Decade,Decade Ago,Last Year,Never,Last Decade,Never,Last Decade,Decade Ago,Last Decade,Last Week,Never,Decade Ago
397,35-40,M,University degree,UK,White,0.22393,1.2861,-0.45174,-1.47955,-0.78155,1.86203,1.2247,Last Day,Decade Ago,Decade Ago,Decade Ago,Last Month,Last Decade,Last Week,Last Year,Never,Last Year,Never,Never,Last Year,Decade Ago,Never,Decade Ago,Last Week,Never,Never
398,35-40,F,University degree,UK,White,-1.86962,0.63779,-0.97631,-0.30172,0.58489,-0.21712,-0.52593,Last Day,Never,Never,Never,Last Day,Last Decade,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Decade Ago,Never,Never
399,45-54,M,Professional certificate/diploma,UK,White,0.13606,0.47617,-0.84732,-1.47955,0.41594,1.29221,1.2247,Last Day,Never,Never,Never,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
400,25-34,F,Masters degree,UK,White,-0.79151,0.32197,0.29338,-1.34289,0.93949,0.88113,-0.52593,Last Day,Never,Never,Never,Last Day,Last Week,Last Year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Decade Ago
401,45-54,M,Masters degree,UK,White,-0.92104,1.2861,1.43533,0.94156,0.58489,-0.71126,-1.18084,Decade Ago,Decade Ago,Decade Ago,Never,Last Week,Decade Ago,Last Day,Decade Ago,Never,Decade Ago,Never,Decade Ago,Never,Never,Never,Decade Ago,Last Month,Never,Decade Ago
402,25-34,F,Left school at 18 years,UK,White,-0.14882,-0.15487,-1.97495,0.59042,0.7583,-0.71126,-0.84637,Last Month,Never,Never,Never,Last Day,Decade Ago,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
403,45-54,M,Left school at 16 years,UK,White,0.13606,-1.09207,-0.45174,-1.6209,-0.65253,1.86203,1.2247,Last Week,Last Decade,Last Decade,Never,Last Day,Last Day,Last Day,Last Decade,Never,Last Decade,Never,Last Decade,Last Decade,Last Decade,Never,Last Decade,Last Day,Never,Never
404,18-24,M,"Some college or university, no certificate or degree",UK,White,-0.92104,-0.69509,-0.31776,-0.60633,-1.25773,0.52975,0.40148,Last Week,Never,Never,Never,Last Week,Last Week,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
405,18-24,M,University degree,UK,White,-1.43907,0.63779,-0.31776,-0.76096,-0.40581,-1.37983,-0.52593,Last Week,Never,Never,Last Decade,Last Week,Last Week,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
406,45-54,M,Left school at 17 years,UK,White,0.91093,-0.15487,-0.17779,-0.15487,0.25953,0.88113,0.07987,Last Year,Decade Ago,Decade Ago,Decade Ago,Last Day,Last Day,Last Day,Last Decade,Never,Never,Never,Never,Never,Decade Ago,Never,Decade Ago,Last Day,Never,Decade Ago
407,18-24,F,Left school before 16 years,UK,White,0.13606,1.58487,1.88511,1.2861,-0.00665,1.29221,0.7654,Last Week,Last Year,Last Decade,Last Year,Last Day,Last Week,Last Day,Never,Never,Last Year,Never,Never,Last Month,Never,Never,Last Year,Last Day,Never,Never
408,45-54,F,University degree,UK,White,1.8399,-0.94779,1.65653,-0.01729,-0.40581,0.19268,0.40148,Last Year,Decade Ago,Never,Never,Last Day,Last Day,Last Day,Decade Ago,Never,Last Decade,Never,Never,Last Year,Never,Never,Decade Ago,Last Day,Never,Never
409,35-40,M,Left school at 17 years,UK,Other,1.37297,-0.15487,-0.31776,-0.30172,-0.65253,-0.21712,0.07987,Last Day,Decade Ago,Decade Ago,Last Decade,Last Day,Last Day,Last Decade,Decade Ago,Decade Ago,Last Decade,Never,Never,Never,Decade Ago,Never,Decade Ago,Last Day,Never,Never
410,25-34,M,University degree,UK,White,-0.67825,0.16767,0.58331,0.13136,-0.27607,0.19268,-1.54858,Last Year,Decade Ago,Decade Ago,Decade Ago,Last Day,Last Day,Last Day,Decade Ago,Never,Decade Ago,Never,Last Decade,Last Decade,Decade Ago,Last Day,Decade Ago,Last Day,Never,Decade Ago
411,35-40,F,Professional certificate/diploma,USA,White,-1.55078,0.80523,0.7233,0.28783,0.58489,-0.21712,0.40148,Decade Ago,Decade Ago,Never,Last Decade,Last Day,Last Day,Last Day,Decade Ago,Never,Never,Never,Never,Never,Never,Last Year,Never,Last Day,Never,Never
412,45-54,M,Left school at 18 years,UK,White,1.02119,-1.37639,0.44585,0.94156,-1.38502,0.88113,0.40148,Last Week,Last Decade,Never,Last Year,Last Day,Last Day,Last Day,Decade Ago,Never,Last Decade,Decade Ago,Last Decade,Last Decade,Decade Ago,Last Day,Last Decade,Last Decade,Never,Decade Ago
413,35-40,F,"Some college or university, no certificate or degree",Other,White,-0.46725,-1.50796,0.29338,0.13136,-1.64101,-0.21712,-0.84637,Last Year,Never,Never,Decade Ago,Last Year,Decade Ago,Last Day,Decade Ago,Decade Ago,Decade Ago,Never,Never,Never,Decade Ago,Never,Decade Ago,Decade Ago,Never,Never
414,25-34,F,University degree,UK,White,0.13606,1.11406,-0.97631,0.43852,-0.27607,-0.71126,-0.52593,Last Day,Never,Never,Never,Last Year,Last Decade,Last Day,Last Decade,Never,Last Decade,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
415,35-40,M,"Some college or university, no certificate or degree",UK,White,0.04257,-0.15487,0.7233,0.13136,-0.40581,-0.21712,-0.21575,Last Week,Last Decade,Last Decade,Last Decade,Last Day,Last Day,Last Week,Last Year,Never,Last Decade,Never,Last Decade,Last Decade,Last Decade,Never,Last Decade,Last Day,Never,Never
416,35-40,F,"Some college or university, no certificate or degree",UK,White,-1.86962,0.32197,-1.11902,-0.15487,-0.65253,0.19268,-0.21575,Last Day,Never,Never,Never,Last Day,Decade Ago,Last Month,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Decade Ago,Never,Never
417,18-24,M,Left school at 18 years,UK,White,-0.58016,-1.09207,-0.58331,-2.07848,2.63199,-0.21712,0.7654,Last Day,Last Year,Last Year,Never,Last Day,Last Day,Last Day,Last Year,Never,Last Year,Never,Last Week,Last Month,Last Year,Never,Last Year,Last Week,Never,Never
418,18-24,M,"Some college or university, no certificate or degree",UK,White,-0.05188,-0.69509,0.29338,-2.21844,-1.25773,0.19268,0.7654,Last Week,Never,Last Year,Last Year,Last Day,Last Day,Last Week,Last Week,Never,Last Year,Never,Last Month,Last Year,Never,Never,Last Decade,Last Day,Never,Never
